Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 8340,17031834000,3609,-87.62943200,41.72739380,58.46814130075933,7.027391492121208,31.23142951469132,7.047383087315242,12.83,,78.99999999999999,,72.08,,89.0,,96.35313764229936,,29728.0,6788.449848024316,19372.0,2982.370820668693,29.547705513370747,8.664791914558164,27.122641509433965,9.118700653556825
Census tract,Tract 8342,17031834200,4693,-87.58360690,41.75556760,29.080435246426283,7.556756744792437,55.51525496052913,6.624316039143186,14.79,,52.0,,72.08,,85.0,,68.00145827453194,,60966.0,17015.80547112462,30272.0,3304.5592705167173,16.108384894388735,4.063665285830508,50.26408450704225,13.827911588027849
Census tract,Tract 8343,17031834300,6240,-87.59178800,41.74583480,16.68032115353105,3.620008742657582,63.411436998197615,6.188115134321201,12.47,,68.0,,72.08,,66.0,,55.98127763665443,,68527.0,19560.486322188448,38425.0,4944.680851063829,7.4881205964279856,2.288277622613307,46.526772793053546,8.506069412715501
Census tract,Tract 8344,17031834400,3765,-87.59630300,41.77695040,23.68068577551567,5.542428911625578,59.174926332708274,8.138914010528287,12.94,,72.0,,72.08,,48.0,,51.34655188634867,,37279.0,15021.27659574468,43885.0,5612.158054711246,18.45700508974016,4.428393921213092,71.67381974248927,14.074193075427639
Census tract,Tract 8345,17031834500,1765,-87.62536180,41.78603200,51.23762376237624,8.647681317086144,33.23019801980198,12.492352758865975,12.67,,77.0,,72.08,,51.0,,87.99275566845422,,,,22313.0,4513.069908814589,41.95544554455445,12.057910813272708,86.88524590163934,28.65213599894765
Census tract,Tract 8346,17031834600,2357,-87.63430570,41.78724630,45.93301435406698,9.271515339938421,35.2327098738582,7.735736391520127,13.54,,55.99999999999999,,72.08,,66.5,,94.03636278107064,,26587.0,8598.176291793314,24610.0,4494.83282674772,33.710308829926056,8.106945553109199,38.655462184873954,9.980480088613168
Census tract,Tract 8347,17031834700,1759,-87.64503340,41.79069030,54.30379746835443,9.851807504711827,22.59493670886076,5.657176894081114,13.44,,91.0,,72.08,,78.33333333333333,,95.56519898391194,,40952.0,13362.917933130699,21705.0,3843.161094224924,36.13924050632911,9.887228333455646,34.59715639810427,26.67027683617954
Census tract,Tract 8348,17031834800,1753,-87.64508830,41.78363360,54.438202247191015,4.57366902874922,16.348314606741575,3.164351982615064,14.17,,68.0,,72.08,,81.0,,98.89335779471256,,24207.0,10694.224924012158,17353.0,2138.6018237082067,35.714285714285715,6.23641363732565,48.62745098039216,10.880271890795617
Census tract,Tract 8349,17031834900,1952,-87.65673610,41.77229860,51.68316831683168,8.363659898675447,20.99009900990099,7.375743388939642,12.92,,77.0,,72.08,,93.5,,98.97450372,,16250.0,6734.34650455927,19750.0,1488.7537993920973,34.75247524752475,2.1530349701659155,79.20489296636084,9.769153617104559
Census tract,Tract 8350,17031835000,6398,-87.68604920,41.78284950,32.88222384784199,7.114083986387525,27.96269202633504,7.228211599904536,13.0,,86.0,,72.08,,89.0,,81.19766676074889,,56279.0,16714.893617021276,34482.0,11400.0,12.19824433065106,4.433234843696155,54.966887417218544,13.373402583406518
Census tract,Tract 8351,17031835100,5585,-87.68624790,41.79015790,43.31817197314273,5.140480647754252,31.968810916179336,5.895932910546916,15.29,,57.0,,72.08,,76.5,,86.14521591871295,,59174.0,14592.09726443769,24606.0,2731.9148936170213,23.0214254481854,7.032869520419289,59.09943714821764,17.948154541392128
Census tract,Tract 8352,17031835200,2038,-87.74528660,41.79664370,24.98784637822071,4.155112288159726,48.42002916869227,5.364579212850664,16.17,,59.0,,99.73,,52.0,,68.14375764418101,,72931.0,11511.246200607902,30401.0,3072.9483282674773,9.139523578026251,4.0885994419971,9.718670076726342,3.600902433196921
Census tract,Tract 8355,17031835500,1584,-87.63253950,41.81635400,58.31715210355986,11.960730286801612,25.6957928802589,4.487854104395326,14.67,,63.0,,72.08,,82.5,,97.69028130586132,,22639.0,2608.5106382978724,16382.0,2617.0212765957444,52.36245954692557,10.729661657350535,68.02325581395348,11.310073274349996
Census tract,Tract 8356,17031835600,898,-87.63220160,41.80183450,32.689655172413794,10.558922568534497,52.0,4.660242669581093,14.08,,56.99999999999999,,72.08,,75.0,,99.17090036692068,,14184.0,5955.623100303951,15835.0,4627.963525835866,66.3448275862069,15.389643846808456,58.7912087912088,24.71472170761707
Census tract,Tract 8358,17031835800,1698,-87.61871920,41.81304620,27.17872968980798,7.091776869962011,62.0876415558838,10.04480656784197,13.83,,55.0,,72.08,,53.0,,70.32293724715402,,65536.0,12735.562310030395,38309.0,5021.276595744681,21.467257508616445,7.0433614024371884,26.203208556149733,15.383353684783991
Census tract,Tract 8360,17031836000,2338,-87.61168440,41.81400360,28.534322820037104,9.957724786290845,61.03896103896104,11.101479030665201,14.78,,61.0,,72.08,,46.666666666666664,,71.42017122965471,,88000.0,16492.401215805472,53473.0,9448.632218844985,21.076066790352503,8.898793379571037,60.89743589743589,17.725511805296847
Census tract,Tract 8361,17031836100,1893,-87.61868260,41.79980520,36.87203791469194,9.703205392401404,48.1042654028436,4.833719470757829,12.83,,71.0,,72.08,,81.5,,93.70589895568727,,24141.0,11981.155015197568,23735.0,4835.866261398176,37.36479842674533,10.028858530261203,49.33920704845815,10.353561238279672
Census tract,Tract 8362,17031836200,2178,-87.60128490,41.79046930,2.849627356422621,1.215909444210981,68.08417360806664,7.546669608684684,14.0,,60.0,,72.08,,,,33.20514629786433,,158889.0,81021.27659574468,16857.0,5759.270516717325,7.774798927613941,4.06718731420806,29.807692307692307,11.64231480988936
Census tract,Tract 8363,17031836300,1492,-87.60175850,41.80153240,15.630070308274744,2.127503332316958,60.14061654948621,3.3392034258867715,10.92,,75.0,,72.08,,61.0,,71.64126446514253,,52917.0,10305.775075987842,41671.0,5099.696048632219,26.785714285714285,8.154366625250102,31.693989071038253,12.496948301030779
Census tract,Tract 8364,17031836400,3621,-87.59517610,41.81901180,33.065236818588026,4.8345227283032095,54.8704200178731,8.115233643477719,13.67,,63.0,,72.08,,41.333333333333336,,67.83916643,,25867.0,9250.455927051671,53321.0,7801.823708206687,29.28209711051534,5.380820259135303,67.64705882352942,11.552460498437059
Census tract,Tract 8365,17031836500,1527,-87.59945600,41.82594630,41.66666666666667,10.19612124700683,49.10714285714285,11.077346080047052,12.58,,74.0,,72.08,,22.0,,84.28591589048828,,53750.0,28548.3282674772,30288.0,5364.133738601824,37.44047619047619,13.171043649778282,50.60240963855421,13.725542763997392
Census tract,Tract 8366,17031836600,2929,-87.70880590,41.89869730,21.689655172413797,4.691456183340807,68.55172413793103,9.752690845406303,16.67,,55.0,,69.47,,49.5,,50.53509267099445,,76250.0,11963.525835866261,41814.0,5376.899696048632,11.96551724137931,4.456682062957365,30.666666666666664,21.163777009712618
Census tract,Tract 8367,17031836700,2481,-87.70217470,41.89170410,56.6984126984127,13.716319869005916,23.714285714285715,5.504896268765681,14.08,,52.0,,60.05,,49.0,,84.12950418665913,,78081.0,42655.31914893617,24011.0,4518.541033434651,29.21705919796308,8.381714600712884,44.20289855072464,6.071781686601149
Census tract,Tract 8368,17031836800,2645,-87.71496660,41.88509030,42.27415416811999,1.5506774400232561,37.07708405999303,4.048354204133927,13.42,,79.0,,72.08,,54.0,,95.40055508514442,,30914.0,3451.6717325227964,19592.0,3834.0425531914893,40.84408789675619,15.23154668644553,12.56544502617801,9.447886856713113
Census tract,Tract 8369,17031836900,1439,-87.70613620,41.88188310,54.28702430077946,5.744763991341178,18.79871618523613,6.700614358107192,12.42,,66.0,,72.08,,66.0,,98.04779377175652,,,,18010.0,5725.227963525836,74.50710683172856,19.480786415044733,22.22222222222222,9.87837936214356
Census tract,Tract 8370,17031837000,2042,-87.69867390,41.87832330,30.97497842968076,7.827716800426724,31.8809318377912,9.675705332729258,15.92,,53.0,,72.08,,60.0,,97.55268605,,36607.0,13089.969604863221,24959.0,3373.252279635258,19.15444348576359,4.885937988014732,29.08366533864542,9.567227747094174
Census tract,Tract 8371,17031837100,1652,-87.69872040,41.88567360,38.005050505050505,10.56287692312391,42.36111111111111,3.470240599277628,15.67,,44.0,,72.08,,62.0,,89.57686518016746,,49667.0,9581.76291793313,34678.0,4967.173252279636,24.179292929292927,4.4454120772201895,67.70428015564202,14.328049783990435
Census tract,Tract 8373,17031837300,2489,-87.70555240,41.87161910,36.87150837988827,6.835748453536035,33.875063484002034,5.832571065181629,15.25,,63.00000000000001,,72.08,,73.5,,83.26512371812964,,27431.0,9956.838905775076,23891.0,3095.4407294832827,41.74707973590655,7.850379207964395,41.94915254237288,19.252156384048504
Census tract,Tract 8374,17031837400,1990,-87.69380130,41.87597450,45.0920245398773,9.591287446587645,54.29447852760736,9.676726923181688,14.67,,68.0,,72.08,,49.0,,96.48367673346505,,41279.0,11336.77811550152,35238.0,8939.817629179332,46.557040082219935,11.726110044355128,47.16981132075472,23.153369852044463
Census tract,Tract 8378,17031837800,2837,-87.68412720,41.88475040,30.86724208795725,6.180800770669488,50.76037813399096,8.67797621117301,17.5,,28.0,,72.08,,29.5,,75.09525825571549,,33159.0,12195.136778115502,35647.0,5942.857142857143,33.16892725030826,7.371985882349045,46.92307692307692,22.190615062013773
Census tract,Tract 8380,17031838000,2651,-87.68065210,41.87736660,63.962202671880085,11.364496609480401,26.849136526555885,5.12311125435972,14.83,,43.0,,72.08,,42.0,,97.66088060965284,,,,29188.0,6313.069908814589,42.58716194200065,13.132292042750953,69.18238993710692,13.2990478087074
Census tract,Tract 8381,17031838100,1821,-87.67169280,41.87867000,28.08328884143086,5.061274395240464,55.57928457020822,3.304805838494799,15.83,,27.999999999999996,,72.08,,45.0,,45.81804497130492,,49458.0,20302.73556231003,75716.0,18219.452887537995,23.9572192513369,3.748690646608418,89.61937716262976,16.540723260099274
Census tract,Tract 8382,17031838200,1675,-87.67512600,41.87041490,21.75368139223561,9.249369253234912,56.35876840696118,5.669966381435317,15.92,,15.000000000000002,,72.08,,19.0,,21.065010819456205,,83911.0,3166.565349544073,52077.0,16062.613981762917,14.313725490196076,3.2497179062572346,40.94488188976378,14.139658354361227
Census tract,Tract 8383,17031838300,2580,-87.63840390,41.90156650,14.60636515912898,3.5512866346736143,73.43383584589614,5.372254804991649,16.92,,13.000000000000002,,72.08,,20.5,,2.3920406435224386,,114020.0,11203.647416413374,103799.0,12827.963525835867,12.864321608040202,4.785197508737418,64.91228070175438,17.438876431119407
Census tract,Tract 8386,17031838600,1518,-87.70082360,41.86782330,57.70536320434487,12.676813356887408,25.186693822131705,6.335227567044834,13.75,,94.0,,72.08,,68.0,,94.68788220905073,,20725.0,7908.206686930091,27656.0,9619.452887537995,42.22674813306178,15.51281512306413,67.24738675958189,11.146057595636426
Census tract,Tract 8387,17031838700,4132,-87.72018510,41.86257750,53.1431334622824,4.157548340200848,22.05029013539652,4.9019925229415175,14.92,,67.0,,72.08,,79.5,,95.82157305484994,,34742.0,5137.993920972644,16194.0,2333.738601823708,47.79980657640232,16.12905147309698,49.246231155778894,14.386175164757933
Census tract,Tract 8388,17031838800,3102,-87.57406110,41.68340420,50.8347245409015,11.32645236600527,15.48414023372287,3.4512345032679486,11.83,,88.0,,72.08,,92.0,,97.29513594881928,,21576.0,5144.072948328268,16148.0,2234.6504559270516,44.616026711185306,9.863163727247889,20.758483033932134,6.815983153389961
Census tract,Tract 8390,17031839000,10435,-87.63130780,41.87148630,8.815320950822828,4.158760853284068,75.44028486189973,4.351849987751331,17.21,,29.0,,72.08,,36.25,,10.678332862922192,,106650.0,17570.82066869301,83826.0,8904.559270516716,15.946843853820598,3.9901071476884495,66.53620352250489,15.7011862874929
Census tract,Tract 8391,17031839100,8234,-87.63307030,41.88098570,2.0250849229161223,1.078507978052924,84.58322445779984,4.212143641409927,18.17,,14.0,,72.08,,40.0,,0.96199078,,132361.0,17859.574468085106,116544.0,20988.449848024316,9.002261164499718,2.303754505142832,20.2054794520548,10.96146957270279
Census tract,Tract 8392,17031839200,2749,-87.62203620,41.84201080,19.52069716775599,5.938548013250608,44.92374727668845,6.637028739652956,14.33,,61.0,,72.08,,79.5,,74.88004515946938,,39924.0,3834.6504559270516,42365.0,6012.158054711246,23.355119825708066,5.638587176070677,72.3404255319149,6.86124787360892
Census tract,Tract 8395,17031839500,1590,-87.61929190,41.83409750,23.590585659551177,7.5997548259041245,56.102900930487145,5.7017043156913285,12.67,,31.0,,72.08,,33.0,,77.63783046382538,,49769.0,17065.65349544073,41111.0,4548.328267477204,12.580456407255705,2.697319327410109,55.38971807628524,14.468371454344743
Census tract,Tract 8396,17031839600,1729,-87.61924860,41.82744280,26.67457024303497,6.552532751441194,45.34676941315946,5.082429983807288,15.5,,60.0,,72.08,,34.0,,87.35652460250259,,68102.0,5451.671732522796,47506.0,6131.306990881459,21.07164358819988,5.155788521865674,66.49214659685863,15.090335099068662
Census tract,Tract 8397,17031839700,4545,-87.65194880,41.83365080,14.052953156822811,3.4662379330380935,66.17107942973523,1.2184680723162364,16.33,,34.0,,72.08,,37.333333333333336,,14.467494590271896,,85030.0,8500.303951367781,56788.0,4662.613981762918,9.332244231161935,3.0346493991570935,15.223880597014924,8.50444326594831
Census tract,Tract 8398,17031839800,2686,-87.64316230,41.83506740,13.214415726246814,4.386884686829144,56.607207863123406,5.3628189311444965,14.28,,30.0,,72.08,,23.0,,52.87656411703829,,82361.0,5429.787234042553,42545.0,4768.996960486322,18.12886785584274,6.5254880159001605,9.43877551020408,5.236930378875316
Census tract,Tract 8399,17031839900,4431,-87.64845400,41.82734590,8.669001751313484,2.339500711927205,67.77583187390543,5.013294129557532,14.3,,22.0,,72.08,,30.8,,14.574513124470789,,108194.0,8512.462006079028,64813.0,4424.924012158054,9.89492119089317,2.3634621481101035,36.09756097560975,20.378313412329668
Census tract,Tract 8400,17031840000,3001,-87.63840530,41.83143690,22.73073989321129,7.803437880807241,58.12356979405035,5.010933259652941,14.67,,14.0,,72.08,,20.5,,79.54652366168031,,99013.0,21954.407294832825,48158.0,6539.209726443769,19.87032799389779,8.419454090396364,8.43558282208589,3.8341576231808565
Census tract,Tract 8401,17031840100,3029,-87.63920300,41.84183080,23.4456408475165,6.101219627668341,51.82354984369573,5.280128816281735,15.58,,31.0,,72.08,,33.0,,72.93136701477091,,77465.0,16604.255319148935,36708.0,4860.182370820668,17.88815560958666,7.740837580111626,33.1578947368421,8.3335830278544
Census tract,Tract 8402,17031840200,2497,-87.64920960,41.84464760,32.83917340521114,4.6456120206345455,40.47619047619048,4.3016060617717296,16.04,,29.0,,72.08,,45.0,,88.11271050898485,,56944.0,16410.94224924012,30203.0,3984.19452887538,29.422301836094935,6.929597551250641,12.845849802371545,4.2252896798080535
Census tract,Tract 8403,17031840300,4196,-87.68188130,41.83209700,34.2728297632469,5.27522804730962,44.72942502818489,5.113926652516686,15.33,,59.0,,72.08,,44.666666666666664,,88.20444068115533,,71205.0,7672.948328267477,35111.0,4079.6352583586627,18.23562570462232,4.553882876573765,35.91331269349845,8.767313932295815
Census tract,Tract 8404,17031840400,3369,-87.66716160,41.83392640,20.140105078809107,3.9570738880226193,51.75131348511384,6.826995765333607,17.0,,52.0,,72.08,,47.5,,74.32378398720482,,111481.0,12200.0,37337.0,3646.808510638298,9.106830122591944,3.7969204634868285,16.0741885625966,7.038581068450417
Census tract,Tract 8407,17031840700,3900,-87.69426660,41.85293020,12.971757060734818,3.4077629339781277,67.38315421144713,8.357657640263117,15.78,,46.0,,72.08,,47.666666666666664,,66.92892087684636,,106840.0,35891.18541033434,34110.0,3472.3404255319147,7.261306532663317,2.9999086801460155,17.1875,13.776617616576377
Census tract,Tract 8408,17031840800,3332,-87.70737100,41.84083290,38.675151865779576,7.936720237193831,39.74544402661267,5.7277233462583785,13.5,,74.0,,72.08,,67.0,,88.81597516229183,,48750.0,12514.285714285714,21953.0,2679.6352583586627,17.90569858258606,5.303292357907292,28.619528619528616,14.76386138663955
Census tract,Tract 8410,17031841000,1136,-87.61019830,41.84754440,14.354066985645932,3.353688257357998,70.49441786283892,6.828005833813231,16.83,,30.0,,72.08,,27.0,,29.69235111,,113106.0,17726.44376899696,75200.0,7103.343465045593,19.84375,5.513223011291958,68.15642458100558,6.222620526734866
Census tract,Tract 8411,17031841100,7356,-87.63566120,41.85164380,39.969646799117,5.0725619850876305,37.21026490066225,5.124232854629274,18.21,,23.0,,72.08,,48.0,,91.3691316210368,,44083.0,13801.823708206686,29216.0,3240.7294832826747,20.070999453850355,5.86370860333424,39.79166666666666,9.363256218229322
Census tract,Tract 8412,17031841200,4873,-87.68334200,41.85556180,26.71862509992006,5.652669453431539,41.34692246203038,3.839062753738766,15.0,,38.0,,72.08,,49.333333333333336,,77.41085708909587,,71250.0,7310.63829787234,42849.0,10127.051671732523,17.126298960831335,5.716459078999529,17.272727272727273,7.682302790242716
Census tract,Tract 8413,17031841300,4173,-87.68420250,41.84397740,22.51889168765743,6.262743370625547,53.8287153652393,5.000574611407521,15.83,,44.0,,72.08,,41.75,,67.4663656,,62214.0,17690.577507598784,45017.0,4601.215805471124,19.071644803229063,6.2238585263197,25.227272727272727,10.953423795978615
